Datetime,Abel_LMP,Abel_LMP DA,Adams_LMP,Adams_LMP DA,Alder_LMP,Alder_LMP DA,Arne_LMP,Arne_LMP DA,Arthur_LMP,Arthur_LMP DA,Asser_LMP,Asser_LMP DA,Astor_LMP,Astor_LMP DA,Austen_LMP,Austen_LMP DA,Bach_LMP,Bach_LMP DA,Bacon_LMP,Bacon_LMP DA,Baker_LMP,Baker_LMP DA,Barlow_LMP,Barlow_LMP DA,Barton_LMP,Barton_LMP DA,Basov_LMP,Basov_LMP DA,Bayle_LMP,Bayle_LMP DA,Behring_LMP,Behring_LMP DA,Bloch_LMP,Bloch_LMP DA,Cabell_LMP,Cabell_LMP DA,Cabot_LMP,Cabot_LMP DA,Carew_LMP,Carew_LMP DA,Cecil_LMP,Cecil_LMP DA,Chase_LMP,Chase_LMP DA,Chifa_LMP,Chifa_LMP DA,Clark_LMP,Clark_LMP DA,Cobb_LMP,Cobb_LMP DA,Cole_LMP,Cole_LMP DA,Comte_LMP,Comte_LMP DA,Aubrey_LMP,Aubrey_LMP DA,Bell_LMP,Bell_LMP DA,Clive_LMP,Clive_LMP DA,Chain_LMP,Chain_LMP DA,Caruso_LMP,Caruso_LMP DA,Curie_LMP,Curie_LMP DA,Caxton_LMP,Caxton_LMP DA,Clay_LMP,Clay_LMP DA,Agricola_LMP,Agricola_LMP DA,Adler_LMP,Adler_LMP DA,Attar_LMP,Attar_LMP DA,Carrel_LMP,Carrel_LMP DA,Carter_LMP,Carter_LMP DA,Chuhsi_LMP,Chuhsi_LMP DA,Caesar_LMP,Caesar_LMP DA
2020-01-01 12:00:00,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775,18.861019,19.034775
2020-01-01 13:00:00,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943,19.68943
2020-01-01 14:00:00,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943,0.0,19.68943
2020-01-01 15:00:00,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154,0.0,21.288154
2020-01-01 16:00:00,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974,19.68943,30.440974
2020-01-01 17:00:00,20.980384,73.297644,20.999257,73.303566,22.264382,73.700594,21.599245,73.491858,19.183178,72.733636,19.560542,72.852062,18.68325,72.576747,21.212014,73.370335,24.156078,74.294254,24.176996,74.300819,24.360893,74.35853,24.787364,74.492367,23.213411,73.998422,23.6029,74.120653,23.089737,73.95961,23.128644,73.97182,25.573871,74.739192,33.303463,77.164927,33.316221,77.168931,33.428378,77.204129,33.752662,77.305897,32.087264,76.783254,32.390245,76.878337,31.18892,76.501332,31.505205,76.60059,31.544108,76.612799,34.465004,77.529447,18.635714,72.561829,23.096882,73.961853,34.042368,77.396814,32.958674,77.056724,33.475051,77.218776,32.395885,76.880107,33.74899,77.304745,33.273939,77.155662,21.052937,73.320413,20.387361,73.111539,20.263947,73.072808,33.428378,77.204129,33.381706,77.189482,31.604178,76.63165,32.901907,77.038909
2020-01-01 18:00:00,22.857135,70.41272,22.862896,70.41272,23.249044,70.41272,23.046028,70.41272,22.308583,70.41272,22.423764,70.41272,22.155992,70.41272,22.927835,70.41272,23.826438,70.41272,23.832823,70.41272,23.888952,70.41272,24.019122,70.41272,23.538712,70.41272,23.657594,70.41272,23.500964,70.41272,23.512839,70.41272,24.259184,70.41272,26.618452,70.41272,26.622346,70.41272,26.656579,70.41272,26.755559,70.41272,26.247237,70.41272,26.339714,70.41272,25.97304,70.41272,26.069578,70.41272,26.081452,70.41272,26.972983,70.41272,22.141483,70.41272,23.503144,70.41272,26.843984,70.41272,26.513213,70.41272,26.670825,70.41272,26.341436,70.41272,26.754438,70.41272,26.60944,70.41272,22.879281,70.41272,22.67613,70.41272,22.638461,70.41272,26.656579,70.41272,26.642333,70.41272,26.099787,70.41272,26.495886,70.41272
2020-01-01 19:00:00,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766,23.128644,23.206766
2020-01-01 20:00:00,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854,21.843654,22.492854
2020-01-01 21:00:00,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547,20.400003,19.983547
2020-01-01 22:00:00,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943,23.128644,19.68943
2020-01-01 23:00:00,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943,21.474047,19.68943
2020-01-02 00:00:00,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943,21.287879,19.68943
2020-01-02 01:00:00,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019,22.185841,18.861019
2020-01-02 02:00:00,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019,22.492854,18.861019
2020-01-02 03:00:00,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775,22.96816,19.034775
2020-01-02 04:00:00,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943,21.843654,19.68943
2020-01-02 05:00:00,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138,20.419098,20.846138
